measure,location,sex,age,cause,metric,val
Deaths,Republic of Kenya,Male,10 - 54 years,Nutritional deficiencies,Percent,0.003797087
Deaths,Republic of Kenya,Female,10 - 54 years,Nutritional deficiencies,Percent,0.00393032
Deaths,Republic of Kenya,Male,10 - 54 years,Nutritional deficiencies,Rate,1.636575363
Deaths,Republic of Kenya,Female,10 - 54 years,Nutritional deficiencies,Rate,1.077725655
Deaths,Republic of Kenya,Male,55+ years,Nutritional deficiencies,Number,506.6021411
Deaths,Republic of Kenya,Female,55+ years,Nutritional deficiencies,Number,386.7134341
Deaths,Republic of Kenya,Male,55+ years,Nutritional deficiencies,Percent,0.004792526
Deaths,Republic of Kenya,Female,55+ years,Nutritional deficiencies,Percent,0.004566904
Deaths,Republic of Kenya,Male,55+ years,Nutritional deficiencies,Rate,28.96321816
Deaths,Republic of Kenya,Female,55+ years,Nutritional deficiencies,Rate,19.41673649
Deaths,Republic of Kenya,Male,<5 years,Protein-energy malnutrition,Number,962.927237
Deaths,Republic of Kenya,Female,<5 years,Protein-energy malnutrition,Number,847.9374968
Deaths,Republic of Kenya,Male,<5 years,Protein-energy malnutrition,Percent,0.040541413
Deaths,Republic of Kenya,Female,<5 years,Protein-energy malnutrition,Percent,0.042881546
Deaths,Republic of Kenya,Male,<5 years,Protein-energy malnutrition,Rate,31.84181832
Deaths,Republic of Kenya,Female,<5 years,Protein-energy malnutrition,Rate,28.97853558
Deaths,Republic of Kenya,Male,10 - 54 years,Protein-energy malnutrition,Number,270.7467255
Deaths,Republic of Kenya,Female,10 - 54 years,Protein-energy malnutrition,Number,170.9231648
Deaths,Republic of Kenya,Male,10 - 54 years,Protein-energy malnutrition,Percent,0.003716754
Deaths,Republic of Kenya,Female,10 - 54 years,Protein-energy malnutrition,Percent,0.003631193
Deaths,Republic of Kenya,Male,10 - 54 years,Protein-energy malnutrition,Rate,1.601892721
Deaths,Republic of Kenya,Female,10 - 54 years,Protein-energy malnutrition,Rate,0.995600213
Deaths,Republic of Kenya,Male,55+ years,Protein-energy malnutrition,Number,493.4017912
Deaths,Republic of Kenya,Female,55+ years,Protein-energy malnutrition,Number,370.8395254
Deaths,Republic of Kenya,Male,55+ years,Protein-energy malnutrition,Percent,0.004667677
Deaths,Republic of Kenya,Female,55+ years,Protein-energy malnutrition,Percent,0.004379715
Deaths,Republic of Kenya,Male,55+ years,Protein-energy malnutrition,Rate,28.20853399
Deaths,Republic of Kenya,Female,55+ years,Protein-energy malnutrition,Rate,18.61971349
Deaths,Republic of South Sudan,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,21213.13567
Deaths,Republic of South Sudan,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,17055.37388
Deaths,Republic of South Sudan,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.806742704
Deaths,Republic of South Sudan,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.794621981
Deaths,Republic of South Sudan,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2627.666328
Deaths,Republic of South Sudan,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2258.886655
Deaths,Republic of South Sudan,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,7655.700086
Deaths,Republic of South Sudan,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,7301.259702
Deaths,Republic of South Sudan,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.46466884
Deaths,Republic of South Sudan,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.607985755
Deaths,Republic of South Sudan,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,255.4732921
Deaths,Republic of South Sudan,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,234.0172873
Deaths,Republic of South Sudan,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,9357.893573
Deaths,Republic of South Sudan,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,5479.034858
Deaths,Republic of South Sudan,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.414720977
Deaths,Republic of South Sudan,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.401530344
Deaths,Republic of South Sudan,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2818.114634
Deaths,Republic of South Sudan,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,1885.030501
Deaths,Republic of Rwanda,Male,<5 years,Other infectious diseases,Number,393.9355727
Deaths,Republic of Rwanda,Female,<5 years,Other infectious diseases,Number,292.5639952
Deaths,Republic of Rwanda,Male,<5 years,Other infectious diseases,Percent,0.047570775
Deaths,Republic of Rwanda,Female,<5 years,Other infectious diseases,Percent,0.042702109
Deaths,Republic of Rwanda,Male,<5 years,Other infectious diseases,Rate,44.34234989
Deaths,Republic of Rwanda,Female,<5 years,Other infectious diseases,Rate,34.01644187
Deaths,Republic of South Sudan,Male,<5 years,Other infectious diseases,Number,1328.242802
Deaths,Republic of South Sudan,Female,<5 years,Other infectious diseases,Number,1109.326453
Deaths,Republic of South Sudan,Male,<5 years,Other infectious diseases,Percent,0.050616913
Deaths,Republic of South Sudan,Female,<5 years,Other infectious diseases,Percent,0.051663965
Deaths,Republic of South Sudan,Male,<5 years,Other infectious diseases,Rate,164.5291362
Deaths,Republic of South Sudan,Female,<5 years,Other infectious diseases,Rate,146.9239395
Deaths,Republic of South Sudan,Male,10 - 54 years,Other infectious diseases,Number,492.0861348
Deaths,Republic of South Sudan,Female,10 - 54 years,Other infectious diseases,Number,369.1849157
Deaths,Republic of South Sudan,Male,10 - 54 years,Other infectious diseases,Percent,0.029806842
Deaths,Republic of South Sudan,Female,10 - 54 years,Other infectious diseases,Percent,0.030720168
Deaths,Republic of South Sudan,Male,10 - 54 years,Other infectious diseases,Rate,16.42108017
Deaths,Republic of South Sudan,Female,10 - 54 years,Other infectious diseases,Rate,11.83297897
Deaths,Republic of South Sudan,Male,55+ years,Other infectious diseases,Number,295.2672232
Deaths,Republic of South Sudan,Female,55+ years,Other infectious diseases,Number,193.8863669
Deaths,Republic of South Sudan,Male,55+ years,Other infectious diseases,Percent,0.013021556
Deaths,Republic of South Sudan,Female,55+ years,Other infectious diseases,Percent,0.014149132
Deaths,Republic of South Sudan,Male,55+ years,Other infectious diseases,Rate,88.91925049
Deaths,Republic of South Sudan,Female,55+ years,Other infectious diseases,Rate,66.7054919
Deaths,Republic of South Sudan,Male,<5 years,Measles,Number,15.67434106
Deaths,Republic of South Sudan,Female,<5 years,Measles,Number,10.26944278
Deaths,Republic of South Sudan,Male,<5 years,Measles,Percent,0.000596761
Deaths,Republic of South Sudan,Female,<5 years,Measles,Percent,0.000472954
Deaths,Republic of South Sudan,Male,<5 years,Measles,Rate,1.94157709
Deaths,Republic of South Sudan,Female,<5 years,Measles,Rate,1.360128919
Deaths,Republic of South Sudan,Male,10 - 54 years,Measles,Number,10.98613282
Deaths,Republic of South Sudan,Female,10 - 54 years,Measles,Number,3.414614025
Deaths,Republic of South Sudan,Male,10 - 54 years,Measles,Percent,0.00066283
Deaths,Republic of South Sudan,Female,10 - 54 years,Measles,Percent,0.000284452
Deaths,Republic of South Sudan,Male,10 - 54 years,Measles,Rate,0.366610955
Deaths,Republic of South Sudan,Female,10 - 54 years,Measles,Rate,0.109443951
Deaths,Republic of South Sudan,Male,55+ years,Measles,Number,0.062710577
Deaths,Republic of South Sudan,Female,55+ years,Measles,Number,0.042815793
Deaths,Republic of South Sudan,Male,55+ years,Measles,Percent,2.74e-06
Deaths,Republic of South Sudan,Female,55+ years,Measles,Percent,3.1e-06
Deaths,Republic of South Sudan,Male,55+ years,Measles,Rate,0.01888519
Deaths,Republic of South Sudan,Female,55+ years,Measles,Rate,0.014730528
Deaths,Republic of South Sudan,Male,<5 years,Neglected tropical diseases and malaria,Number,2868.615819
Deaths,Republic of South Sudan,Female,<5 years,Neglected tropical diseases and malaria,Number,2980.053371
Deaths,Republic of South Sudan,Male,<5 years,Neglected tropical diseases and malaria,Percent,0.109241527
Deaths,Republic of South Sudan,Female,<5 years,Neglected tropical diseases and malaria,Percent,0.138819259
Deaths,Republic of South Sudan,Male,<5 years,Neglected tropical diseases and malaria,Rate,355.3347943
Deaths,Republic of South Sudan,Female,<5 years,Neglected tropical diseases and malaria,Rate,394.6910128
Deaths,Republic of South Sudan,Male,10 - 54 years,Neglected tropical diseases and malaria,Number,1040.314398
Deaths,Republic of South Sudan,Female,10 - 54 years,Neglected tropical diseases and malaria,Number,520.6031538
Deaths,Republic of South Sudan,Male,10 - 54 years,Neglected tropical diseases and malaria,Percent,0.063090902
Deaths,Republic of South Sudan,Female,10 - 54 years,Neglected tropical diseases and malaria,Percent,0.043363721
Deaths,Republic of South Sudan,Male,10 - 54 years,Neglected tropical diseases and malaria,Rate,34.71564208
Deaths,Republic of South Sudan,Female,10 - 54 years,Neglected tropical diseases and malaria,Rate,16.68618058
Deaths,Republic of South Sudan,Male,55+ years,Neglected tropical diseases and malaria,Number,439.9071762
Deaths,Republic of South Sudan,Female,55+ years,Neglected tropical diseases and malaria,Number,281.4446062
Deaths,Republic of South Sudan,Male,55+ years,Neglected tropical diseases and malaria,Percent,0.019395974
Deaths,Republic of South Sudan,Female,55+ years,Neglected tropical diseases and malaria,Percent,0.020559305
Deaths,Republic of South Sudan,Male,55+ years,Neglected tropical diseases and malaria,Rate,132.4773402
Deaths,Republic of South Sudan,Female,55+ years,Neglected tropical diseases and malaria,Rate,96.82940168
Deaths,Republic of South Sudan,Male,<5 years,Nutritional deficiencies,Number,1205.152277
Deaths,Republic of South Sudan,Female,<5 years,Nutritional deficiencies,Number,1188.458245
Deaths,Republic of South Sudan,Male,<5 years,Nutritional deficiencies,Percent,0.045773102
Deaths,Republic of South Sudan,Female,<5 years,Nutritional deficiencies,Percent,0.055435618
Deaths,Republic of South Sudan,Male,<5 years,Nutritional deficiencies,Rate,149.2819406
Deaths,Republic of South Sudan,Female,<5 years,Nutritional deficiencies,Rate,157.4044925
Deaths,Republic of South Sudan,Male,10 - 54 years,Nutritional deficiencies,Number,137.7390567
Deaths,Republic of South Sudan,Female,10 - 54 years,Nutritional deficiencies,Number,127.1395998
Deaths,Republic of South Sudan,Male,10 - 54 years,Nutritional deficiencies,Percent,0.008352521
Deaths,Republic of South Sudan,Female,10 - 54 years,Nutritional deficiencies,Percent,0.010600434
Deaths,Republic of South Sudan,Male,10 - 54 years,Nutritional deficiencies,Rate,4.596398746
Deaths,Republic of South Sudan,Female,10 - 54 years,Nutritional deficiencies,Rate,4.075031635
Deaths,Republic of South Sudan,Male,55+ years,Nutritional deficiencies,Number,222.6397579
Deaths,Republic of South Sudan,Female,55+ years,Nutritional deficiencies,Number,156.659949
Deaths,Republic of South Sudan,Male,55+ years,Nutritional deficiencies,Percent,0.009829838
Deaths,Republic of South Sudan,Female,55+ years,Nutritional deficiencies,Percent,0.011461868
Deaths,Republic of South Sudan,Male,55+ years,Nutritional deficiencies,Rate,67.04760585
Deaths,Republic of South Sudan,Female,55+ years,Nutritional deficiencies,Rate,53.89795643
Deaths,Republic of South Sudan,Male,<5 years,Protein-energy malnutrition,Number,1203.23427
Deaths,Republic of South Sudan,Female,<5 years,Protein-energy malnutrition,Number,1184.508977
Deaths,Republic of South Sudan,Male,<5 years,Protein-energy malnutrition,Percent,0.045700296
Deaths,Republic of South Sudan,Female,<5 years,Protein-energy malnutrition,Percent,0.055251944
Deaths,Republic of South Sudan,Male,<5 years,Protein-energy malnutrition,Rate,149.0443575
Deaths,Republic of South Sudan,Female,<5 years,Protein-energy malnutrition,Rate,156.8814345
Deaths,Republic of South Sudan,Male,10 - 54 years,Protein-energy malnutrition,Number,131.4671492
Deaths,Republic of South Sudan,Female,10 - 54 years,Protein-energy malnutrition,Number,113.6105188
Deaths,Republic of South Sudan,Male,10 - 54 years,Protein-energy malnutrition,Percent,0.007971306
Deaths,Republic of South Sudan,Female,10 - 54 years,Protein-energy malnutrition,Percent,0.00947484
Deaths,Republic of South Sudan,Male,10 - 54 years,Protein-energy malnutrition,Rate,4.387103079
Deaths,Republic of South Sudan,Female,10 - 54 years,Protein-energy malnutrition,Rate,3.641402511
Deaths,Republic of South Sudan,Male,55+ years,Protein-energy malnutrition,Number,211.6929613
Deaths,Republic of South Sudan,Female,55+ years,Protein-energy malnutrition,Number,147.3965689
Deaths,Republic of South Sudan,Male,55+ years,Protein-energy malnutrition,Percent,0.009345089
Deaths,Republic of South Sudan,Female,55+ years,Protein-energy malnutrition,Percent,0.010784536
Deaths,Republic of South Sudan,Male,55+ years,Protein-energy malnutrition,Rate,63.75099561
Deaths,Republic of South Sudan,Female,55+ years,Protein-energy malnutrition,Rate,50.71094367
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Non-communicable diseases,Number,120732.6938
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Non-communicable diseases,Number,108450.4478
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Non-communicable diseases,Percent,0.156986538
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Non-communicable diseases,Percent,0.168999765
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Non-communicable diseases,Rate,13589.96679
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Non-communicable diseases,Rate,12609.54325
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Non-communicable diseases,Number,502919.9611
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Non-communicable diseases,Number,571054.5525
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Non-communicable diseases,Percent,0.430044963
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Non-communicable diseases,Percent,0.510374565
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Non-communicable diseases,Rate,11725.81326
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Non-communicable diseases,Rate,12632.00004
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Non-communicable diseases,Number,322753.7808
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Non-communicable diseases,Number,394113.1294
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Non-communicable diseases,Percent,0.508269699
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Non-communicable diseases,Percent,0.616228864
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Non-communicable diseases,Rate,72249.08436
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Non-communicable diseases,Rate,64530.17338
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,<5 years,Measles,Number,33058.94096
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,<5 years,Measles,Number,29510.45413
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,<5 years,Measles,Percent,0.01479922
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,<5 years,Measles,Percent,0.015835267
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,<5 years,Measles,Rate,1093.184149
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,<5 years,Measles,Rate,1008.529223
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,10 - 54 years,Measles,Number,1440.158745
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,10 - 54 years,Measles,Number,1742.412301
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,10 - 54 years,Measles,Percent,0.000279024
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,10 - 54 years,Measles,Percent,0.000400077
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,10 - 54 years,Measles,Rate,8.520804111
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,10 - 54 years,Measles,Rate,10.14927416
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,55+ years,Measles,Number,10.30576365
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,55+ years,Measles,Number,8.616683448
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,55+ years,Measles,Percent,3.78e-06
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,55+ years,Measles,Percent,3.99e-06
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,55+ years,Measles,Rate,0.589196248
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,55+ years,Measles,Rate,0.432640444
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,<5 years,Neglected tropical diseases and malaria,Number,204665.0505
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,<5 years,Neglected tropical diseases and malaria,Number,221488.7301
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,<5 years,Neglected tropical diseases and malaria,Percent,0.091360211
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,<5 years,Neglected tropical diseases and malaria,Percent,0.118364972
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,<5 years,Neglected tropical diseases and malaria,Rate,6767.808721
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,<5 years,Neglected tropical diseases and malaria,Rate,7569.448304
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,10 - 54 years,Neglected tropical diseases and malaria,Number,128617.5667
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,10 - 54 years,Neglected tropical diseases and malaria,Number,104651.0032
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,10 - 54 years,Neglected tropical diseases and malaria,Percent,0.024879709
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,10 - 54 years,Neglected tropical diseases and malaria,Percent,0.02396166
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,10 - 54 years,Neglected tropical diseases and malaria,Rate,760.9752016
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,10 - 54 years,Neglected tropical diseases and malaria,Rate,609.5754267
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,55+ years,Neglected tropical diseases and malaria,Number,22607.11888
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,55+ years,Neglected tropical diseases and malaria,Number,24335.76337
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,55+ years,Neglected tropical diseases and malaria,Percent,0.008307025
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,55+ years,Neglected tropical diseases and malaria,Percent,0.011302411
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Male,55+ years,Neglected tropical diseases and malaria,Rate,1292.483515
DALYs (Disability-Adjusted Life Years),Republic of Kenya,Female,55+ years,Neglected tropical diseases and malaria,Rate,1221.889552
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Nutritional deficiencies,Number,25854.62962
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Nutritional deficiencies,Number,23760.45157
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Nutritional deficiencies,Percent,0.033619242
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Nutritional deficiencies,Percent,0.037008145
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Nutritional deficiencies,Rate,2910.260237
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Nutritional deficiencies,Rate,2762.629828
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Nutritional deficiencies,Number,10670.62492
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Nutritional deficiencies,Number,19562.57627
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Nutritional deficiencies,Percent,0.009118157
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Nutritional deficiencies,Percent,0.017464713
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Nutritional deficiencies,Rate,248.7905926
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Nutritional deficiencies,Rate,432.733551
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Nutritional deficiencies,Number,3467.127313
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Nutritional deficiencies,Number,4968.955204
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Nutritional deficiencies,Percent,0.005463686
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Nutritional deficiencies,Percent,0.007780023
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Nutritional deficiencies,Rate,776.123437
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Nutritional deficiencies,Rate,813.5926386
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Protein-energy malnutrition,Number,19691.69284
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Protein-energy malnutrition,Number,17687.36173
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Protein-energy malnutrition,Percent,0.025538568
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Protein-energy malnutrition,Percent,0.027505837
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,<5 years,Protein-energy malnutrition,Rate,2216.545025
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,<5 years,Protein-energy malnutrition,Rate,2056.511129
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Protein-energy malnutrition,Number,3703.482538
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Protein-energy malnutrition,Number,2994.839405
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Protein-energy malnutrition,Percent,0.003169096
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Protein-energy malnutrition,Percent,0.002681924
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,10 - 54 years,Protein-energy malnutrition,Rate,86.34842123
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,10 - 54 years,Protein-energy malnutrition,Rate,66.24728116
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Protein-energy malnutrition,Number,2211.805524
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Protein-energy malnutrition,Number,2269.708763
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Protein-energy malnutrition,Percent,0.003482022
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Protein-energy malnutrition,Percent,0.003547751
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Male,55+ years,Protein-energy malnutrition,Rate,495.1171246
DALYs (Disability-Adjusted Life Years),Republic of Rwanda,Female,55+ years,Protein-energy malnutrition,Rate,371.6311106
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Nutritional deficiencies,Number,128512.2789
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Nutritional deficiencies,Number,119583.8288
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Nutritional deficiencies,Percent,0.053767223
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Nutritional deficiencies,Percent,0.061419712
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Nutritional deficiencies,Rate,15918.78699
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Nutritional deficiencies,Rate,15838.19369
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Nutritional deficiencies,Number,15366.99937
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Nutritional deficiencies,Number,24163.8953
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Nutritional deficiencies,Percent,0.013270132
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Nutritional deficiencies,Percent,0.023606043
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Nutritional deficiencies,Rate,512.8019483
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Nutritional deficiencies,Rate,774.492274
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Nutritional deficiencies,Number,5872.929282
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Nutritional deficiencies,Number,4825.779233
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Nutritional deficiencies,Percent,0.010182804
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Nutritional deficiencies,Percent,0.013202095
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Nutritional deficiencies,Rate,1768.62323
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Nutritional deficiencies,Rate,1660.281652
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Protein-energy malnutrition,Number,116023.0487
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Protein-energy malnutrition,Number,111023.2012
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Protein-energy malnutrition,Percent,0.048472922
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Protein-energy malnutrition,Percent,0.056995332
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,<5 years,Protein-energy malnutrition,Rate,14371.74886
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,<5 years,Protein-energy malnutrition,Rate,14704.38756
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Protein-energy malnutrition,Number,8201.232541
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Protein-energy malnutrition,Number,7550.281047
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Protein-energy malnutrition,Percent,0.007080152
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Protein-energy malnutrition,Percent,0.007372837
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,10 - 54 years,Protein-energy malnutrition,Rate,273.677894
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,10 - 54 years,Protein-energy malnutrition,Rate,241.9988278
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Protein-energy malnutrition,Number,4630.20674
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Protein-energy malnutrition,Number,3019.946889
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Protein-energy malnutrition,Percent,0.008016905
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Protein-energy malnutrition,Percent,0.008247328
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Male,55+ years,Protein-energy malnutrition,Rate,1394.37933
DALYs (Disability-Adjusted Life Years),Republic of South Sudan,Female,55+ years,Protein-energy malnutrition,Rate,1038.995397
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Nutritional deficiencies,Number,54529.46551
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Female,<5 years,Nutritional deficiencies,Number,44908.97563
DALYs (Disability-Adjusted Life Years),Republic of Burundi,Male,<5 years,Nutritional deficiencies,Percent,0.03673109
